Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP
Chevrolet,C/K 1500 Series,1998,regular unleaded,230,8,MANUAL,four wheel drive,2,,Large,Extended Cab Pickup,17,12,1385,3419
Chevrolet,C/K 1500 Series,1998,regular unleaded,200,6,MANUAL,rear wheel drive,2,,Large,Regular Cab Pickup,21,,1385,2668
Chevrolet,C/K 1500 Series,1998,regular unleaded,200,6,MANUAL,four wheel drive,2,,Large,Regular Cab Pickup,19,,1385,2789
Chevrolet,C/K 1500 Series,1998,regular unleaded,200,6,MANUAL,four wheel drive,2,,Large,Regular Cab Pickup,19,,1385,3321
Chevrolet,C/K 1500 Series,1998,regular unleaded,230,8,MANUAL,rear wheel drive,2,,Large,Extended Cab Pickup,18,,1385,3342
Chevrolet,C/K 1500 Series,1998,regular unleaded,200,6,MANUAL,four wheel drive,2,,Large,Regular Cab Pickup,19,,1385,3025
Chevrolet,C/K 1500 Series,1998,regular unleaded,200,6,MANUAL,rear wheel drive,2,,Large,Regular Cab Pickup,21,,1385,2653
Chevrolet,C/K 1500 Series,1998,regular unleaded,200,6,MANUAL,rear wheel drive,2,,Large,Extended Cab Pickup,21,,1385,2740
Chevrolet,C/K 1500 Series,1998,regular unleaded,200,6,MANUAL,rear wheel drive,2,,Large,Regular Cab Pickup,21,,1385,2639
Chevrolet,C/K 1500 Series,1998,regular unleaded,200,6,MANUAL,four wheel drive,2,,Large,Regular Cab Pickup,19,,1385,3067
Chevrolet,C/K 1500 Series,1998,regular unleaded,200,6,MANUAL,rear wheel drive,2,,Large,Regular Cab Pickup,21,,1385,2817
Chevrolet,C/K 1500 Series,1998,regular unleaded,200,6,MANUAL,four wheel drive,2,,Large,Regular Cab Pickup,19,,1385,3350
Chevrolet,C/K 1500 Series,1998,regular unleaded,200,6,MANUAL,four wheel drive,2,,Large,Regular Cab Pickup,19,,1385,3282
Chevrolet,C/K 1500 Series,1998,regular unleaded,200,6,MANUAL,rear wheel drive,2,,Large,Regular Cab Pickup,21,,1385,2430
Chevrolet,C/K 1500 Series,1999,regular unleaded,230,8,AUTOMATIC,rear wheel drive,3,,Large,Extended Cab Pickup,17,,1385,3696
Chevrolet,C/K 1500 Series,1999,regular unleaded,230,8,AUTOMATIC,four wheel drive,3,,Large,Extended Cab Pickup,17,,1385,4098
Chevrolet,C/K 2500 Series,1998,regular unleaded,230,8,MANUAL,rear wheel drive,2,,Large,Regular Cab Pickup,17,,1385,2949
Chevrolet,C/K 2500 Series,1998,regular unleaded,230,,MANUAL,rear wheel drive,2,,Large,Extended Cab Pickup,17,,1385,3345
Chevrolet,C/K 2500 Series,1998,regular unleaded,230,,MANUAL,rear wheel drive,2,,Large,Extended Cab Pickup,17,,1385,3034
Chevrolet,C/K 2500 Series,1998,regular unleaded,230,,MANUAL,rear wheel drive,2,,Large,Regular Cab Pickup,17,,1385,2697
Chevrolet,C/K 2500 Series,1998,regular unleaded,255,8,MANUAL,rear wheel drive,2,,Large,Extended Cab Pickup,18,,1385,3360
Chevrolet,C/K 2500 Series,1998,regular unleaded,255,8,MANUAL,rear wheel drive,2,,Large,Extended Cab Pickup,18,,1385,3068
Chevrolet,C/K 2500 Series,1998,regular unleaded,255,8,MANUAL,rear wheel drive,2,,Large,Regular Cab Pickup,18,,1385,3090
Chevrolet,C/K 2500 Series,1998,regular unleaded,255,8,MANUAL,rear wheel drive,2,,Large,Regular Cab Pickup,18,,1385,2847
Chevrolet,Classic,2004,regular unleaded,140,4,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,31,,1385,19505
Chevrolet,Classic,2005,regular unleaded,140,4,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,31,,1385,19690
Chevrolet,Cobalt,2008,regular unleaded,148,4,MANUAL,front wheel drive,2,,Compact,Coupe,33,,1385,14410
Chevrolet,Cobalt,2008,regular unleaded,148,4,MANUAL,front wheel drive,4,,Compact,Sedan,33,,1385,15120
Chevrolet,Cobalt,2008,premium unleaded (recommended),260,4,MANUAL,front wheel drive,2,"Factory Tuner,High-Performance",Compact,Coupe,30,,1385,22335
Chevrolet,Cobalt,2008,regular unleaded,148,4,MANUAL,front wheel drive,4,,Compact,Sedan,33,,1385,14410
Chevrolet,Cobalt,2008,regular unleaded,173,4,MANUAL,front wheel drive,4,,Compact,Sedan,32,,1385,19695
Chevrolet,Cobalt,2008,regular unleaded,148,4,MANUAL,front wheel drive,2,,Compact,Coupe,33,,1385,15120
Chevrolet,Cobalt,2008,regular unleaded,173,4,MANUAL,front wheel drive,2,,Compact,Coupe,32,,1385,19695
Chevrolet,Cobalt,2009,regular unleaded,155,4,MANUAL,front wheel drive,2,,Compact,Coupe,35,,1385,16460
Chevrolet,Cobalt,2009,regular unleaded,155,4,MANUAL,front wheel drive,4,,Compact,Sedan,35,,1385,15660
Chevrolet,Cobalt,2009,premium unleaded (recommended),260,4,MANUAL,front wheel drive,2,"Factory Tuner,High-Performance",Compact,Coupe,30,,1385,23425
Chevrolet,Cobalt,2009,regular unleaded,155,4,MANUAL,front wheel drive,2,,Compact,Coupe,35,25,1385,15660
Chevrolet,Cobalt,2009,premium unleaded (recommended),260,4,MANUAL,front wheel drive,4,"Factory Tuner,Performance",Compact,Sedan,30,22,1385,23425
Chevrolet,Cobalt,2009,regular unleaded,155,4,MANUAL,front wheel drive,4,,Compact,Sedan,37,25,1385,14990
Chevrolet,Cobalt,2009,regular unleaded,155,4,MANUAL,front wheel drive,2,,Compact,Coupe,37,25,1385,14990
Chevrolet,Cobalt,2009,regular unleaded,155,4,MANUAL,front wheel drive,4,,Compact,Sedan,35,25,1385,16460
Chevrolet,Cobalt,2010,regular unleaded,155,4,MANUAL,front wheel drive,4,,Compact,Sedan,37,25,1385,15670
Chevrolet,Cobalt,2010,premium unleaded (recommended),260,4,MANUAL,front wheel drive,2,"Factory Tuner,High-Performance",Compact,Coupe,30,22,1385,24535
Chevrolet,Cobalt,2010,regular unleaded,155,4,MANUAL,front wheel drive,2,,Compact,Coupe,37,25,1385,14990
Chevrolet,Cobalt,2010,regular unleaded,155,4,MANUAL,front wheel drive,4,,Compact,Sedan,37,25,1385,16470
Chevrolet,Cobalt,2010,regular unleaded,155,4,MANUAL,front wheel drive,4,,Compact,Sedan,37,25,1385,14990
Chevrolet,Cobalt,2010,regular unleaded,155,4,MANUAL,front wheel drive,2,,Compact,Coupe,37,25,1385,16470
Chevrolet,Cobalt,2010,regular unleaded,155,4,MANUAL,front wheel drive,2,,Compact,Coupe,37,25,1385,15670
Chevrolet,Colorado,2012,regular unleaded,300,8,AUTOMATIC,rear wheel drive,4,Performance,Compact,Crew Cab Pickup,20,14,1385,28340
Chevrolet,Colorado,2012,regular unleaded,242,5,AUTOMATIC,four wheel drive,4,,Compact,Extended Cab Pickup,23,17,1385,29480
Chevrolet,Colorado,2012,regular unleaded,185,4,MANUAL,four wheel drive,4,,Compact,Extended Cab Pickup,24,18,1385,23030
Chevrolet,Colorado,2012,regular unleaded,185,4,MANUAL,four wheel drive,2,,Compact,Regular Cab Pickup,24,18,1385,20980
Chevrolet,Colorado,2012,regular unleaded,242,5,AUTOMATIC,four wheel drive,4,,Compact,Crew Cab Pickup,21,16,1385,30320
Chevrolet,Colorado,2012,regular unleaded,242,5,AUTOMATIC,rear wheel drive,4,,Compact,Extended Cab Pickup,23,17,1385,26160
Chevrolet,Colorado,2012,regular unleaded,242,5,AUTOMATIC,rear wheel drive,4,,Compact,Crew Cab Pickup,23,17,1385,27490
Chevrolet,Colorado,2012,regular unleaded,185,4,AUTOMATIC,rear wheel drive,4,,Compact,Extended Cab Pickup,25,18,1385,22955
Chevrolet,Colorado,2012,regular unleaded,185,4,MANUAL,rear wheel drive,4,,Compact,Extended Cab Pickup,25,18,1385,19730
Chevrolet,Colorado,2012,regular unleaded,185,4,AUTOMATIC,four wheel drive,2,,Compact,Regular Cab Pickup,23,17,1385,24440
Chevrolet,Colorado,2012,regular unleaded,185,4,MANUAL,rear wheel drive,2,,Compact,Regular Cab Pickup,25,18,1385,17475
Chevrolet,Colorado,2012,regular unleaded,185,4,AUTOMATIC,rear wheel drive,4,,Compact,Crew Cab Pickup,25,18,1385,24285
Chevrolet,Colorado,2012,regular unleaded,185,4,AUTOMATIC,four wheel drive,4,,Compact,Extended Cab Pickup,23,17,1385,26620
Chevrolet,Colorado,2012,regular unleaded,185,4,AUTOMATIC,rear wheel drive,2,,Compact,Regular Cab Pickup,25,18,1385,20370
Chevrolet,Colorado,2012,regular unleaded,300,8,AUTOMATIC,rear wheel drive,4,Performance,Compact,Extended Cab Pickup,20,14,1385,27010
Chevrolet,Colorado,2012,regular unleaded,242,5,AUTOMATIC,four wheel drive,4,,Compact,Crew Cab Pickup,21,16,1385,28460
Chevrolet,Colorado,2015,regular unleaded,200,4,AUTOMATIC,four wheel drive,4,,Compact,Extended Cab Pickup,25,19,1385,29220
Chevrolet,Colorado,2015,regular unleaded,200,4,AUTOMATIC,rear wheel drive,4,,Compact,Crew Cab Pickup,27,20,1385,29550
Chevrolet,Colorado,2015,regular unleaded,305,6,AUTOMATIC,rear wheel drive,4,,Compact,Crew Cab Pickup,26,18,1385,25850
Chevrolet,Colorado,2015,regular unleaded,305,6,AUTOMATIC,rear wheel drive,4,,Compact,Crew Cab Pickup,26,18,1385,28630
Chevrolet,Colorado,2015,regular unleaded,200,4,AUTOMATIC,rear wheel drive,4,,Compact,Crew Cab Pickup,27,20,1385,27110
Chevrolet,Colorado,2015,regular unleaded,200,4,AUTOMATIC,rear wheel drive,4,,Compact,Crew Cab Pickup,27,20,1385,24330
Chevrolet,Colorado,2015,regular unleaded,200,4,AUTOMATIC,four wheel drive,4,,Compact,Extended Cab Pickup,25,19,1385,26885
Chevrolet,Colorado,2015,regular unleaded,305,6,AUTOMATIC,four wheel drive,4,,Compact,Crew Cab Pickup,24,17,1385,30005
Chevrolet,Colorado,2015,regular unleaded,305,6,AUTOMATIC,four wheel drive,4,,Compact,Crew Cab Pickup,24,17,1385,34415
Chevrolet,Colorado,2015,regular unleaded,200,4,MANUAL,rear wheel drive,4,,Compact,Extended Cab Pickup,26,19,1385,21775
Chevrolet,Colorado,2015,regular unleaded,305,6,AUTOMATIC,four wheel drive,4,,Compact,Crew Cab Pickup,24,17,1385,32085
Chevrolet,Colorado,2015,regular unleaded,305,6,AUTOMATIC,rear wheel drive,4,,Compact,Crew Cab Pickup,26,18,1385,30785
Chevrolet,Colorado,2015,regular unleaded,305,6,AUTOMATIC,four wheel drive,4,,Compact,Crew Cab Pickup,24,17,1385,32385
Chevrolet,Colorado,2015,regular unleaded,305,6,AUTOMATIC,four wheel drive,4,,Compact,Crew Cab Pickup,24,17,1385,34115
Chevrolet,Colorado,2015,regular unleaded,200,4,AUTOMATIC,rear wheel drive,4,,Compact,Extended Cab Pickup,27,20,1385,25170
Chevrolet,Colorado,2015,regular unleaded,200,4,MANUAL,rear wheel drive,4,,Compact,Extended Cab Pickup,26,19,1385,20120
Chevrolet,Colorado,2015,regular unleaded,200,4,AUTOMATIC,rear wheel drive,4,,Compact,Extended Cab Pickup,27,20,1385,27630
Chevrolet,Colorado,2015,regular unleaded,305,,AUTOMATIC,four wheel drive,4,,Compact,Crew Cab Pickup,24,17,1385,29705
Chevrolet,Colorado,2015,regular unleaded,200,,AUTOMATIC,four wheel drive,4,,Compact,Extended Cab Pickup,25,19,1385,31555
Chevrolet,Colorado,2016,regular unleaded,305,,AUTOMATIC,four wheel drive,4,Diesel,Compact,Crew Cab Pickup,24,17,1385,30665
Chevrolet,Colorado,2016,regular unleaded,305,,AUTOMATIC,four wheel drive,4,Diesel,Compact,Crew Cab Pickup,24,17,1385,32895
Chevrolet,Colorado,2016,regular unleaded,305,,AUTOMATIC,four wheel drive,4,Diesel,Compact,Crew Cab Pickup,24,17,,35000
Chevrolet,Colorado,2016,regular unleaded,305,,AUTOMATIC,four wheel drive,4,Diesel,Compact,Crew Cab Pickup,24,17,,30365
Chevrolet,Colorado,2016,regular unleaded,200,,AUTOMATIC,rear wheel drive,4,,Compact,Extended Cab Pickup,27,20,,28515
Chevrolet,Colorado,2016,regular unleaded,305,,AUTOMATIC,four wheel drive,4,Diesel,Compact,Crew Cab Pickup,24,17,,33195
Chevrolet,Colorado,2016,regular unleaded,200,,AUTOMATIC,four wheel drive,4,,Compact,Extended Cab Pickup,25,19,,30030
Chevrolet,Colorado,2016,regular unleaded,200,,MANUAL,rear wheel drive,4,,Compact,Extended Cab Pickup,26,19,,20100
Chevrolet,Colorado,2016,regular unleaded,200,,AUTOMATIC,four wheel drive,4,,Compact,Extended Cab Pickup,25,19,,32440
Chevrolet,Colorado,2016,regular unleaded,305,6,AUTOMATIC,rear wheel drive,4,Diesel,Compact,Crew Cab Pickup,26,18,,31670
Chevrolet,Colorado,2016,regular unleaded,305,6,AUTOMATIC,rear wheel drive,4,Diesel,Compact,Crew Cab Pickup,26,18,,26510
Chevrolet,Colorado,2016,regular unleaded,200,4,AUTOMATIC,rear wheel drive,4,Diesel,Compact,Crew Cab Pickup,27,20,,30435
Chevrolet,Colorado,2016,regular unleaded,200,4,AUTOMATIC,four wheel drive,4,Diesel,Compact,Extended Cab Pickup,25,19,,27545
Chevrolet,Colorado,2016,regular unleaded,200,4,AUTOMATIC,rear wheel drive,4,Diesel,Compact,Crew Cab Pickup,27,20,,24990
Chevrolet,Colorado,2016,regular unleaded,305,6,AUTOMATIC,four wheel drive,4,Diesel,Compact,Crew Cab Pickup,24,17,,35300
Chevrolet,Colorado,2016,regular unleaded,200,4,AUTOMATIC,rear wheel drive,4,Diesel,Compact,Crew Cab Pickup,27,20,,27920
Chevrolet,Colorado,2016,regular unleaded,200,4,MANUAL,rear wheel drive,4,Diesel,Compact,Extended Cab Pickup,26,19,,22435
Chevrolet,Colorado,2016,regular unleaded,200,4,AUTOMATIC,rear wheel drive,4,,Compact,Extended Cab Pickup,27,20,,25980
Chevrolet,Colorado,2016,regular unleaded,305,6,AUTOMATIC,rear wheel drive,4,Diesel,Compact,Crew Cab Pickup,26,18,,29440
Chevrolet,Corsica,1994,regular unleaded,120,4,AUTOMATIC,front wheel drive,4,,Compact,Sedan,28,22,,2000
Chevrolet,Corsica,1996,regular unleaded,120,4,AUTOMATIC,front wheel drive,4,,Compact,Sedan,29,21,,2000
Chevrolet,Corvette Stingray,2014,premium unleaded (recommended),455,8,MANUAL,rear wheel drive,2,High-Performance,Compact,Coupe,29,17,,53000
Chevrolet,Corvette Stingray,2014,premium unleaded (recommended),455,8,MANUAL,rear wheel drive,2,High-Performance,Compact,Coupe,29,17,,57000
Chevrolet,Corvette Stingray,2014,premium unleaded (recommended),455,8,MANUAL,rear wheel drive,2,High-Performance,Compact,Convertible,29,17,,62000
Chevrolet,Corvette Stingray,2014,premium unleaded (recommended),455,8,MANUAL,rear wheel drive,,High-Performance,Compact,Convertible,29,17,,58000
Chevrolet,Corvette,2015,premium unleaded (recommended),460,8,MANUAL,rear wheel drive,,High-Performance,Compact,Convertible,29,17,,68160
Chevrolet,Corvette,2015,premium unleaded (recommended),460,8,MANUAL,rear wheel drive,,High-Performance,Compact,Coupe,29,17,,64160
Chevrolet,Corvette,2015,premium unleaded (required),650,8,MANUAL,rear wheel drive,,"Factory Tuner,High-Performance",Compact,Convertible,22,15,,83000
Chevrolet,Corvette,2015,premium unleaded (recommended),455,8,MANUAL,rear wheel drive,,High-Performance,Compact,Convertible,29,17,,63160
Chevrolet,Corvette,2015,premium unleaded (recommended),460,8,MANUAL,rear wheel drive,,High-Performance,Compact,Convertible,29,17,,64000
Chevrolet,Corvette,2015,premium unleaded (recommended),455,8,MANUAL,rear wheel drive,,High-Performance,Compact,Coupe,29,17,,55000
Chevrolet,Corvette,2015,premium unleaded (required),650,8,MANUAL,rear wheel drive,,"Factory Tuner,High-Performance",Compact,Coupe,22,15,,87650
Chevrolet,Corvette,2015,premium unleaded (recommended),460,8,MANUAL,rear wheel drive,,High-Performance,Compact,Convertible,29,17,,73450
Chevrolet,Corvette,2015,premium unleaded (recommended),455,8,MANUAL,rear wheel drive,,High-Performance,Compact,Coupe,29,17,,64450
Chevrolet,Corvette,2015,premium unleaded (recommended),460,8,MANUAL,rear wheel drive,,High-Performance,Compact,Coupe,29,17,,69450
Chevrolet,Corvette,2015,premium unleaded (recommended),460,8,MANUAL,rear wheel drive,2,High-Performance,Compact,Coupe,29,17,,60000
Chevrolet,Corvette,2015,premium unleaded (recommended),455,8,MANUAL,rear wheel drive,2,High-Performance,Compact,Convertible,29,17,,59000
Chevrolet,Corvette,2015,premium unleaded (required),650,8,MANUAL,rear wheel drive,2,"Factory Tuner,High-Performance",Compact,Coupe,22,15,,82270
Chevrolet,Corvette,2015,premium unleaded (required),650,8,MANUAL,rear wheel drive,2,"Factory Tuner,High-Performance",Compact,Convertible,22,15,1385,86270
Chevrolet,Corvette,2015,premium unleaded (required),650,8,MANUAL,rear wheel drive,2,"Factory Tuner,High-Performance",Compact,Convertible,22,15,1385,91650
Chevrolet,Corvette,2015,premium unleaded (required),650,8,MANUAL,rear wheel drive,2,"Factory Tuner,High-Performance",Compact,Coupe,22,15,1385,79000
Chevrolet,Corvette,2015,premium unleaded (recommended),455,8,MANUAL,rear wheel drive,2,High-Performance,Compact,Convertible,29,17,1385,68450
Chevrolet,Corvette,2015,premium unleaded (recommended),455,8,MANUAL,rear wheel drive,2,High-Performance,Compact,Coupe,29,17,1385,59160
Chevrolet,Corvette,2016,premium unleaded (required),650,8,MANUAL,rear wheel drive,2,"Factory Tuner,High-Performance",Compact,Coupe,22,15,1385,88345
Chevrolet,Corvette,2016,premium unleaded (required),650,8,MANUAL,rear wheel drive,2,"Factory Tuner,High-Performance",Compact,Coupe,22,15,1385,79400
Chevrolet,Corvette,2016,premium unleaded (recommended),460,8,MANUAL,rear wheel drive,2,High-Performance,Compact,Coupe,29,17,1385,70145
Chevrolet,Corvette,2016,premium unleaded (recommended),455,8,MANUAL,rear wheel drive,2,High-Performance,Compact,Coupe,29,17,1385,65145
Chevrolet,Corvette,2016,premium unleaded (required),650,8,MANUAL,rear wheel drive,2,"Factory Tuner,High-Performance",Compact,Convertible,22,15,1385,83400
Chevrolet,Corvette,2016,premium unleaded (required),650,8,MANUAL,rear wheel drive,2,"Factory Tuner,High-Performance",Compact,Coupe,22,15,1385,82965
Chevrolet,Corvette,2016,premium unleaded (recommended),460,8,MANUAL,rear wheel drive,2,High-Performance,Compact,Convertible,29,17,1385,68855
Chevrolet,Corvette,2016,premium unleaded (recommended),455,8,MANUAL,rear wheel drive,2,High-Performance,Compact,Coupe,29,17,1385,59855
Chevrolet,Corvette,2016,premium unleaded (recommended),460,8,MANUAL,rear wheel drive,2,High-Performance,Compact,Convertible,29,17,1385,64400
Chevrolet,Corvette,2016,premium unleaded (recommended),460,8,MANUAL,rear wheel drive,2,High-Performance,Compact,Convertible,29,17,1385,74145
Chevrolet,Corvette,2016,premium unleaded (recommended),455,8,MANUAL,rear wheel drive,2,High-Performance,Compact,Convertible,29,17,1385,63855
Chevrolet,Corvette,2016,premium unleaded (required),650,8,MANUAL,rear wheel drive,2,"Factory Tuner,High-Performance",Compact,Convertible,22,15,1385,86965
Chevrolet,Corvette,2016,premium unleaded (recommended),455,8,MANUAL,rear wheel drive,2,High-Performance,Compact,Convertible,29,17,1385,59400
Chevrolet,Corvette,2016,premium unleaded (required),650,8,MANUAL,rear wheel drive,2,"Factory Tuner,High-Performance",Compact,Convertible,22,15,1385,92345
Chevrolet,Corvette,2016,premium unleaded (recommended),460,8,MANUAL,rear wheel drive,2,High-Performance,Compact,Coupe,29,17,1385,60400
Chevrolet,Corvette,2016,premium unleaded (recommended),460,8,MANUAL,rear wheel drive,2,High-Performance,Compact,Coupe,29,17,1385,64855
Chevrolet,Corvette,2016,premium unleaded (recommended),455,8,MANUAL,rear wheel drive,2,High-Performance,Compact,Convertible,29,17,1385,69145
Chevrolet,Corvette,2016,premium unleaded (recommended),455,8,MANUAL,rear wheel drive,2,High-Performance,Compact,Coupe,29,17,1385,55400
Chevrolet,Corvette,2017,premium unleaded (required),650,8,MANUAL,rear wheel drive,2,"Factory Tuner,High-Performance",Compact,Convertible,22,15,1385,87015
Chevrolet,Corvette,2017,premium unleaded (recommended),455,8,MANUAL,rear wheel drive,2,High-Performance,Compact,Coupe,25,16,1385,59905
Chevrolet,Corvette,2017,premium unleaded (recommended),460,8,MANUAL,rear wheel drive,2,High-Performance,Compact,Convertible,25,16,1385,74195
Chevrolet,Corvette,2017,premium unleaded (recommended),455,8,MANUAL,rear wheel drive,2,High-Performance,Compact,Coupe,25,16,1385,65195
Chevrolet,Corvette,2017,premium unleaded (required),650,8,MANUAL,rear wheel drive,2,"Factory Tuner,High-Performance",Compact,Coupe,22,15,1385,88395
Chevrolet,Corvette,2017,premium unleaded (recommended),455,8,MANUAL,rear wheel drive,2,High-Performance,Compact,Convertible,25,16,1385,59450
Chevrolet,Corvette,2017,premium unleaded (recommended),455,8,MANUAL,rear wheel drive,2,High-Performance,Compact,Coupe,25,16,1385,55450
Chevrolet,Corvette,2017,premium unleaded (recommended),460,8,MANUAL,rear wheel drive,2,High-Performance,Compact,Coupe,25,16,1385,70195
Chevrolet,Corvette,2017,premium unleaded (recommended),460,8,MANUAL,rear wheel drive,2,High-Performance,Compact,Convertible,25,16,1385,68905
Chevrolet,Corvette,2017,premium unleaded (recommended),460,8,MANUAL,rear wheel drive,2,High-Performance,Compact,Coupe,25,16,1385,65450
Chevrolet,Corvette,2017,premium unleaded (required),650,8,MANUAL,rear wheel drive,2,"Factory Tuner,High-Performance",Compact,Coupe,22,15,1385,79450
Chevrolet,Corvette,2017,premium unleaded (recommended),460,8,MANUAL,rear wheel drive,2,High-Performance,Compact,Coupe,25,16,1385,69905
Chevrolet,Corvette,2017,premium unleaded (recommended),455,8,MANUAL,rear wheel drive,2,High-Performance,Compact,Convertible,25,16,1385,69195
Chevrolet,Corvette,2017,premium unleaded (recommended),455,8,MANUAL,rear wheel drive,2,High-Performance,Compact,Convertible,25,16,1385,63905
Chevrolet,Corvette,2017,premium unleaded (recommended),460,8,MANUAL,rear wheel drive,2,High-Performance,Compact,Convertible,25,16,1385,69450
Chevrolet,Corvette,2017,premium unleaded (recommended),460,8,MANUAL,rear wheel drive,2,High-Performance,Compact,Coupe,25,16,1385,60450
Chevrolet,Corvette,2017,premium unleaded (recommended),460,8,MANUAL,rear wheel drive,2,High-Performance,Compact,Convertible,25,16,1385,79195
Chevrolet,Corvette,2017,premium unleaded (required),650,8,MANUAL,rear wheel drive,2,"Factory Tuner,High-Performance",Compact,Convertible,22,15,1385,92395
Chevrolet,Corvette,2017,premium unleaded (required),650,8,MANUAL,rear wheel drive,2,"Factory Tuner,High-Performance",Compact,Convertible,22,15,1385,83450
Chevrolet,Corvette,2017,premium unleaded (required),650,8,MANUAL,rear wheel drive,2,"Factory Tuner,High-Performance",Compact,Coupe,22,15,1385,83015
Chevrolet,Corvette,2017,premium unleaded (recommended),460,8,MANUAL,rear wheel drive,2,High-Performance,Compact,Convertible,25,16,1385,73905
Chevrolet,Corvette,2017,premium unleaded (recommended),460,8,MANUAL,rear wheel drive,2,High-Performance,Compact,Convertible,25,16,1385,64450
Chevrolet,Corvette,2017,premium unleaded (recommended),460,8,MANUAL,rear wheel drive,2,High-Performance,Compact,Coupe,25,16,1385,64905
Chevrolet,Corvette,2017,premium unleaded (recommended),460,8,MANUAL,rear wheel drive,2,High-Performance,Compact,Coupe,25,16,1385,75195
Chevrolet,Cruze Limited,2016,regular unleaded,138,4,MANUAL,front wheel drive,4,,Midsize,Sedan,42,28,1385,20195
Chevrolet,Cruze Limited,2016,regular unleaded,138,4,MANUAL,front wheel drive,4,,Midsize,Sedan,36,25,1385,17845
Chevrolet,Cruze Limited,2016,regular unleaded,138,4,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,38,26,1385,24370
Chevrolet,Cruze Limited,2016,regular unleaded,138,4,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,38,26,1385,23370
Chevrolet,Cruze Limited,2016,regular unleaded,138,4,MANUAL,front wheel drive,4,,Midsize,Sedan,38,26,1385,19165
Chevrolet,Cruze Limited,2016,regular unleaded,138,4,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,39,26,1385,21470
Chevrolet,Cruze Limited,2016,regular unleaded,138,4,MANUAL,front wheel drive,4,,Midsize,Sedan,36,25,1385,16120
Chevrolet,Cruze Limited,2016,regular unleaded,138,4,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,38,26,1385,20195
Chevrolet,Cruze Limited,2016,regular unleaded,138,4,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,35,22,1385,18970
Chevrolet,Cruze,2015,regular unleaded,138,4,MANUAL,front wheel drive,4,,Midsize,Sedan,36,25,1385,16170
Chevrolet,Cruze,2015,regular unleaded,138,4,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,38,26,1385,23270
Chevrolet,Cruze,2015,regular unleaded,138,4,MANUAL,front wheel drive,4,,Midsize,Sedan,42,28,1385,20095
Chevrolet,Cruze,2015,regular unleaded,138,4,MANUAL,front wheel drive,4,,Midsize,Sedan,36,25,1385,17745
Chevrolet,Cruze,2015,regular unleaded,138,4,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,38,26,1385,20095
Chevrolet,Cruze,2015,regular unleaded,138,4,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,38,26,1385,24270
Chevrolet,Cruze,2015,regular unleaded,138,4,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,35,22,1385,18870
Chevrolet,Cruze,2015,regular unleaded,138,4,MANUAL,front wheel drive,4,,Midsize,Sedan,38,26,1385,19065
Chevrolet,Cruze,2015,regular unleaded,138,4,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,39,26,1385,21370
Chevrolet,Cruze,2015,diesel,148,4,AUTOMATIC,front wheel drive,4,Diesel,Midsize,Sedan,46,27,1385,25660
Chevrolet,Cruze,2016,regular unleaded,153,4,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,42,30,1385,19120
Chevrolet,Cruze,2016,regular unleaded,153,4,MANUAL,front wheel drive,4,,Midsize,Sedan,41,29,1385,18120
Chevrolet,Cruze,2016,regular unleaded,153,4,MANUAL,front wheel drive,4,,Midsize,Sedan,41,29,1385,16620
Chevrolet,Cruze,2016,regular unleaded,153,4,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,42,30,1385,21120
Chevrolet,Cruze,2016,regular unleaded,153,4,MANUAL,front wheel drive,4,,Midsize,Sedan,41,29,1385,19820
Chevrolet,Cruze,2016,regular unleaded,153,4,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,42,30,1385,23120
Chevrolet,Cruze,2017,regular unleaded,153,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,38,29,1385,21920
Chevrolet,Cruze,2017,regular unleaded,153,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,37,28,1385,21240
Chevrolet,Cruze,2017,regular unleaded,153,4,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,40,30,1385,21450
Chevrolet,Cruze,2017,regular unleaded,153,4,MANUAL,front wheel drive,4,,Midsize,Sedan,39,28,1385,16975
Chevrolet,Cruze,2017,regular unleaded,153,4,MANUAL,front wheel drive,4,,Midsize,Sedan,39,28,1385,18525
Chevrolet,Cruze,2017,regular unleaded,153,4,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,39,29,1385,23475
Chevrolet,Cruze,2017,regular unleaded,153,4,MANUAL,front wheel drive,4,,Midsize,Sedan,39,28,1385,20150
